2015-09-01T02:00:00, MANHATTAN,15, BRONX,30, BROOKLYN,45, WESTCHESTER,25
2015-09-02T02:00:00, MANHATTAN,10, ROCKLAND COUNTY,20, BROOKLYN,26.6666666666667, WESTCHESTER,14.2857142857143, QUEENS,13.75, NASSAU COUNTY,27.1428571428571
2015-09-03T02:00:00, MANHATTAN,20, BRONX,22.5, ROCKLAND COUNTY,15, BROOKLYN,6, WESTCHESTER,22.5, QUEENS,20, NASSAU COUNTY,10
2015-09-04T02:00:00, MANHATTAN,15, ROCKLAND COUNTY,15, BROOKLYN,27.5, QUEENS,20, WESTCHESTER,23.3333333333333, NASSAU COUNTY,0
2015-09-08T02:00:00, BROOKLYN,25.3787878787879, NEW JERSEY,47.5, BRONX,17.03125, MANHATTAN,25.1515151515152, WESTCHESTER,14.6428571428571, QUEENS,12.8571428571429, ROCKLAND COUNTY,30, NASSAU COUNTY,32, STATEN ISLAND,10
2015-09-09T02:00:00, BROOKLYN,24.5833333333333, NEW JERSEY,15, BRONX,22.95, MANHATTAN,21.9537037037037, WESTCHESTER,16.125, QUEENS,19.4886363636364, ROCKLAND COUNTY,27.5, STATEN ISLAND,22.2183098591549, NASSAU COUNTY,27.5
2015-09-10T02:00:00, BROOKLYN,25.8943089430894, QUEENS,20.9090909090909, WESTCHESTER,21.1041666666667, BRONX,19.8290598290598, MANHATTAN,22.6440677966102, ROCKLAND COUNTY,45, STATEN ISLAND,17.9411764705882, NASSAU COUNTY,24.375
2015-09-11T02:00:00, MANHATTAN,22.5217391304348, BRONX,22.2929292929293, NEW JERSEY,20, QUEENS,20.5281690140845, WESTCHESTER,23.0882352941176, ROCKLAND COUNTY,7.5, STATEN ISLAND,14.4838709677419, NASSAU COUNTY,16.6666666666667, BROOKLYN,19.9744897959184
2015-09-12T02:00:00, BRONX,0
2015-09-14T02:00:00, BRONX,12.5, WESTCHESTER,25, NASSAU COUNTY,0, STATEN ISLAND,7.5, BROOKLYN,20
2015-09-15T02:00:00, MANHATTAN,10, BRONX,13.2894736842105, WESTCHESTER,13.3333333333333, BROOKLYN,8.33333333333333
2015-09-16T02:00:00, BRONX,16.4775641025641, MANHATTAN,19.6926229508197, NEW JERSEY,10, QUEENS,25.0531914893617, WESTCHESTER,28.3913043478261, ROCKLAND COUNTY,10, NASSAU COUNTY,35.375, STATEN ISLAND,18.3888888888889, BROOKLYN,25.6308411214953
2015-09-17T02:00:00, NEW JERSEY,15, WESTCHESTER,27.2222222222222, QUEENS,16.3157894736842, BRONX,20.1217391304348, MANHATTAN,20.6185567010309, ROCKLAND COUNTY,30, STATEN ISLAND,18.3695652173913, NASSAU COUNTY,46.9444444444444, BROOKLYN,39.5879120879121, ALL BOROUGHS,45
2015-09-18T02:00:00, NEW JERSEY,20, WESTCHESTER,23.2352941176471, QUEENS,22.3809523809524, BRONX,14.6157024793388, MANHATTAN,23.5763888888889, NASSAU COUNTY,23.5714285714286, STATEN ISLAND,15.4310344827586, BROOKLYN,28.556338028169
2015-09-21T02:00:00, BROOKLYN,23.9766355140187, ALL BOROUGHS,30, NEW JERSEY,22.5, WESTCHESTER,21.6666666666667, QUEENS,21.8269230769231, MANHATTAN,18.8333333333333, BRONX,14.0664335664336, ROCKLAND COUNTY,35, NASSAU COUNTY,17, STATEN ISLAND,15.3947368421053
2015-09-22T02:00:00, ALL BOROUGHS,30, BROOKLYN,28.8076923076923, WESTCHESTER,22.8333333333333, QUEENS,20.5405405405405, MANHATTAN,20.75, BRONX,27.6653225806452, ROCKLAND COUNTY,90, NASSAU COUNTY,19.5, STATEN ISLAND,17.3214285714286
2015-09-23T02:00:00, BROOKLYN,33.75, WESTCHESTER,20, MANHATTAN,12.5, BRONX,17
2015-09-24T02:00:00, BROOKLYN,15, ALL BOROUGHS,17.5, WESTCHESTER,19.375, QUEENS,0, MANHATTAN,11.6666666666667, BRONX,12.2222222222222, NASSAU COUNTY,3.125
2015-09-25T02:00:00, NEW JERSEY,45, WESTCHESTER,22, QUEENS,26.5833333333333, MANHATTAN,33.5810810810811, BRONX,17.5366972477064, NASSAU COUNTY,18.3333333333333, STATEN ISLAND,20.5555555555556, ALL BOROUGHS,27.5, BROOKLYN,25.5670103092784
2015-09-28T02:00:00, WESTCHESTER,20, QUEENS,24.2957746478873, MANHATTAN,17.4153846153846, BRONX,16.2712765957447, NASSAU COUNTY,30, STATEN ISLAND,15.2941176470588, ALL BOROUGHS,40, BROOKLYN,23.5185185185185
2015-09-29T02:00:00, NEW JERSEY,0, ALL BOROUGHS,40, BROOKLYN,27.1333333333333, NASSAU COUNTY,26.6666666666667, STATEN ISLAND,13.2758620689655, ROCKLAND COUNTY,33.2142857142857, BRONX,15.3173913043478, MANHATTAN,16.0714285714286, WESTCHESTER,26.2037037037037, QUEENS,19.7131147540984
2015-09-30T02:00:00, NEW JERSEY,25, BROOKLYN,24.8239436619718, STATEN ISLAND,14.2592592592593, ROCKLAND COUNTY,30, BRONX,17.6062992125984, MANHATTAN,24.2924528301887, WESTCHESTER,21.9565217391304, QUEENS,19.6875
2015-10-01T02:00:00, NEW JERSEY,15, ALL BOROUGHS,30, BROOKLYN,25.3082191780822, NASSAU COUNTY,30, STATEN ISLAND,14.6428571428571, ROCKLAND COUNTY,15, BRONX,18.4090909090909, MANHATTAN,21.3157894736842, WESTCHESTER,23.8333333333333, QUEENS,24.7
2015-10-02T02:00:00, MANHATTAN,19.1666666666667, BRONX,18.7467105263158, BROOKLYN,31.3857142857143, ALL BOROUGHS,30, STATEN ISLAND,14.7, NASSAU COUNTY,28.3333333333333, WESTCHESTER,24.1666666666667, QUEENS,18.2462686567164
2015-10-05T02:00:00, ALL BOROUGHS,30, BROOKLYN,25.5882352941176, NASSAU COUNTY,30, STATEN ISLAND,17.65625, BRONX,15.7628865979381, MANHATTAN,21.5972222222222, WESTCHESTER,28.25, QUEENS,19.7540983606557
2015-10-06T02:00:00, QUEENS,19.8295454545455, WESTCHESTER,19.1666666666667, ALL BOROUGHS,45, BROOKLYN,28.21875, BRONX,16.7347826086957, MANHATTAN,21.4705882352941, NASSAU COUNTY,15, STATEN ISLAND,18.7931034482759, ROCKLAND COUNTY,10
2015-10-07T02:00:00, WESTCHESTER,18.28125, QUEENS,23.2236842105263, BROOKLYN,23.546511627907, MANHATTAN,26.1538461538462, BRONX,17.8, NEW JERSEY,0, CONNECTICUT,30, NASSAU COUNTY,24, STATEN ISLAND,14.4117647058824
2015-10-08T02:00:00, QUEENS,23.7083333333333, WESTCHESTER,24.5652173913043, BROOKLYN,23.1122448979592, ALL BOROUGHS,30, MANHATTAN,17.2685185185185, BRONX,17.5049019607843, NEW JERSEY,38.75, NASSAU COUNTY,22.5, STATEN ISLAND,10.7894736842105
2015-10-09T02:00:00, WESTCHESTER,21.9791666666667, QUEENS,18.0392156862745, BROOKLYN,23.5, ALL BOROUGHS,40, BRONX,14.933734939759, MANHATTAN,20.952380952381, NEW JERSEY,15, NASSAU COUNTY,32.5, STATEN ISLAND,13, ROCKLAND COUNTY,22.5
2015-10-13T02:00:00, QUEENS,21.6666666666667, WESTCHESTER,22.6515151515152, BROOKLYN,28.5714285714286, BRONX,18.5296610169492, MANHATTAN,22.3684210526316, NEW JERSEY,31.6666666666667, STATEN ISLAND,10, NASSAU COUNTY,25, ROCKLAND COUNTY,30
2015-10-14T02:00:00, QUEENS,20.7345132743363, WESTCHESTER,26.9444444444444, ALL BOROUGHS,24.0909090909091, BROOKLYN,26.9879518072289, MANHATTAN,16.6935483870968, BRONX,16.046875, NEW JERSEY,0, STATEN ISLAND,12.6041666666667, NASSAU COUNTY,12, ROCKLAND COUNTY,23.3333333333333
2015-10-15T02:00:00, BRONX,14.8774509803922, MANHATTAN,20.8536585365854, QUEENS,23.452380952381, WESTCHESTER,15.3333333333333, ROCKLAND COUNTY,20, STATEN ISLAND,18.75, NASSAU COUNTY,30, ALL BOROUGHS,30, BROOKLYN,21.6959064327485
2015-10-16T02:00:00, MANHATTAN,34.1666666666667, BRONX,10, BROOKLYN,20
